Officer Disciplined?,Years of SPD Service,Subject Race,Subject Gender,Subject Age,Fatal,Disposition
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,3,Black or African American,Male,25,No,Within Policy
No,15,White,Male,24,No,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
